Date,Open,High,Low,Close,Volume,Adj Close,Price
01/12/2015,118.75,119.860001,104.82,105.260002,43734700,102.524529,-0.136635545
02/11/2015,120.800003,123.82,111,118.300003,39491000,115.225647,-0.04614533
01/10/2015,109.07,121.220001,107.309998,119.5,52804000,115.898346,0.062605171
01/09/2015,110.150002,116.889999,107.360001,110.300003,60620000,106.975632,-0.02881861
03/08/2015,121.5,122.57,92,112.760002,79152700,109.361488,-0.099905449
01/07/2015,126.900002,132.970001,119.220001,121.300003,50017800,117.113991,-0.077115925
01/06/2015,130.279999,131.389999,124.480003,125.43,41949200,121.101463,-0.07045238
01/05/2015,126.099998,132.970001,123.360001,130.279999,50251800,125.784088,-0.002505234
01/04/2015,124.82,134.539993,123.099998,125.150002,51396700,120.328499,-0.035983825
02/03/2015,129.25,130.279999,121.629997,124.43,53669600,119.636238,-0.074381137
02/02/2015,118.050003,133.600006,116.080002,128.460007,63081500,123.510986,0.046259914
02/01/2015,111.389999,120,104.629997,117.160004,69419400,112.203506,0.007303232
01/12/2014,118.809998,119.25,106.260002,110.379997,50681700,105.710335,-0.110257245
03/11/2014,108.220001,119.75,107.720001,118.93,44485400,113.898628,0.05247299
01/10/2014,100.589996,108.040001,95.18,108,61083400,102.984459,0.023804186
02/09/2014,103.059998,103.739998,96.139999,100.75,75318200,96.071152,-0.067813372
01/08/2014,94.900002,102.900002,93.279999,102.5,46746200,97.739883,0.029924984
01/07/2014,93.519997,99.440002,92.57,95.599998,49633100,90.709122,-0.030056406
02/06/2014,633.959961,651.26001,89.650002,92.93,59829300,88.17572,-0.860912794
01/05/2014,592,644.169983,580.330017,633,74996300,85.802269,-0.855063735
01/04/2014,537.76001,599.429993,511.329987,590.089966,82044000,79.541603,-0.852087174
03/03/2014,523.419983,549,522.809998,536.73999,61552000,72.35025,-0.861774001
03/02/2014,502.610016,551.190002,499.300018,526.23999,82267500,70.934898,-0.858866923
02/01/2014,555.679993,560.200012,493.549988,500.599976,109889900,67.077225,-0.879288033
02/12/2013,558,575.140015,538.799988,561.02002,86672400,75.173126,-0.865281136
01/11/2013,524.02002,558.330017,512.380005,556.069946,69291000,74.509857,-0.857811049
01/10/2013,478.449982,539.25,478.279999,522.699951,88189400,69.63195,-0.85446347
03/09/2013,493.099976,507.919983,447.220001,476.749969,111138700,63.510681,-0.871201208
01/08/2013,455.749969,513.73999,453.259979,487.220032,94666300,64.905457,-0.857585384
01/07/2013,402.690002,457.339966,401.220001,452.529968,77966700,59.888763,-0.851278247
03/06/2013,450.72998,454.429993,388.869995,396.529999,94963100,52.477612,-0.883571951
01/05/2013,444.459991,465.75,418.899994,449.730042,111725300,59.518211,-0.866088709
01/04/2013,441.899994,445.25,385.100006,442.779999,132443500,58.21312,-0.868266303
01/03/2013,438,469.949982,419,442.660004,120246400,58.197346,-0.867129347
01/02/2013,459.109985,484.940002,437.660004,441.400024,127191400,58.031689,-0.873599593
02/01/2013,553.820007,555,435,455.48999,160032800,59.537144,-0.892497304
03/12/2012,593.650024,594.590027,501.230011,532.169983,159903000,69.55999,-0.882826603
01/11/2012,598.219971,603,505.75,585.279968,158585300,76.502007,-0.872117263
01/10/2012,671.159973,676.75,587.700012,595.320007,150628900,77.460548,-0.884587057
04/09/2012,665.76001,705.070007,656,667.100037,128080400,86.800262,-0.869622295
01/08/2012,615.910034,680.869995,600.25,665.23999,93636100,86.558243,-0.859462846
02/07/2012,584.730042,619.869995,570,610.76001,111571100,79.129791,-0.864672951
01/06/2012,569.159973,590,548.5,584,98539600,75.662781,-0.867062365
01/05/2012,584.900024,596.76001,522.179993,577.730042,131795600,74.850441,-0.872028658
02/04/2012,601.830017,644,555,583.97998,201314100,75.660187,-0.874283128
01/03/2012,548.169983,621.450012,516.219971,599.549988,185402000,77.677429,-0.858296821
01/02/2012,458.410004,547.610046,453.980011,542.440002,154007000,70.27829,-0.846691195
03/01/2012,409.399994,458.240021,409,456.47998,90644200,59.141342,-0.855541419
01/12/2011,382.540009,409.089996,377.679993,405,77216600,52.471619,-0.862833644
01/11/2011,397.410004,408,363.320007,382.199982,111543300,49.517658,-0.875399065
03/10/2011,380.369995,426.699982,354.23999,404.779999,161034800,52.443115,-0.862126047
01/09/2011,385.820007,422.860016,366.480011,381.320007,149108200,49.403648,-0.871951565
01/08/2011,397.779999,399.5,353.019989,384.830017,181143300,49.858402,-0.874658349
01/07/2011,335.950012,404.5,334.200012,390.47998,141081600,50.590412,-0.849410894
01/06/2011,348.869995,352.130005,310.5,335.670013,108940900,43.489254,-0.875342521
02/05/2011,349.73999,351.830017,329.420013,347.829987,87259700,45.064697,-0.871148001
01/04/2011,351.110016,355.130005,320.160004,350.130005,128252100,45.362682,-0.870802085
01/03/2011,355.470001,361.669983,326.259979,348.51001,125874700,45.152802,-0.87297718
01/02/2011,341.299988,364.899994,337.720001,353.210022,127618700,45.76173,-0.865919333
03/01/2011,325.640015,348.600006,324.840027,339.320007,140234700,43.962147,-0.864997712
01/12/2010,315.269989,326.660004,314.890015,322.559998,81440200,41.79073,-0.86744463
01/11/2010,302.220001,321.300018,297.76001,311.149994,119166000,40.312454,-0.866612223
01/10/2010,286.149994,319,277.769989,300.980011,150774800,38.994835,-0.863725893
01/09/2010,247.469986,294.730011,246.279999,283.75,149087000,36.76252,-0.851446551
02/08/2010,260.440002,264.279999,235.559998,243.100006,113748900,31.495928,-0.879066473
01/07/2010,254.300003,265.990021,239.600006,257.25,191879900,33.329193,-0.868937504
01/06/2010,259.690002,279.009979,242.199982,251.529999,197621600,32.588116,-0.874511472
03/05/2010,263.839996,267.880005,199.25,256.880005,236228300,33.281258,-0.873858177
01/04/2010,237.410004,272.459991,232.75,261.089996,153685600,33.826706,-0.857517773
01/03/2010,205.75,237.47998,205.449997,235.000015,136791600,30.446495,-0.852021896
01/02/2010,192.369995,205.169998,190.850006,204.619995,148467600,26.510475,-0.862190177
04/01/2010,213.429993,215.589996,190.25,192.059998,215986100,24.883207,-0.883412792
